947,0.0024959,0.0019162
823,0.0016444,0.0015224
1929,0.0118736,0.0081454
580,0.0008034,0.000736
195,0.0001039,8.96e-05
3,2.1e-06,1.1e-06
576,0.0007647,0.000724
322,0.0002448,0.0002506
1856,0.0124393,0.0078701
1331,0.0053047,0.0039165
307,0.0002658,0.0002202
1490,0.0076755,0.0054663
891,0.0021991,0.0017522
552,0.0007012,0.0007062
681,0.0010607,0.0010131
90,3.27e-05,6.19e-05
1356,0.0063884,0.0040213
1754,0.0098164,0.00728
907,0.0021905,0.0017734
373,0.0004291,0.0004201
1875,0.0127993,0.0077976
1935,0.0122532,0.0081504
1508,0.0073959,0.0050643
583,0.0008392,0.0007447
1600,0.0082169,0.0055581
708,0.001145,0.0010924
691,0.0011126,0.0010481
124,4.6e-05,4.04e-05
893,0.0020841,0.001747
1694,0.009372,0.0062613
1191,0.0043097,0.0030936
1711,0.0088242,0.0064636
1124,0.003675,0.00284
1610,0.0083474,0.0056427
418,0.0004637,0.0003994
695,0.0009336,0.0010557
1504,0.0068956,0.0049799
753,0.0012348,0.0012325
689,0.0010657,0.0010614
342,0.0003155,0.0003065
1850,0.0110727,0.0077028
1149,0.0040104,0.002992
1506,0.007015,0.005034
995,0.0027778,0.0021564
152,7.44e-05,5.62e-05
348,0.0002838,0.0002991
1550,0.0085791,0.0053803
635,0.0009621,0.0008844
1403,0.0064605,0.0043908
562,0.0008957,0.0006994
355,0.0002969,0.0002801
1788,0.0111755,0.0069492
1760,0.0112769,0.006716
461,0.0005935,0.0004558
258,0.0001417,0.0001512
1688,0.0103631,0.0067729
304,0.000353,0.0003358
614,0.0013021,0.0012012
1654,0.0093572,0.007056
1555,0.0094263,0.0068583
944,0.0028614,0.002406
140,0.0001643,8.43e-05
1120,0.0050791,0.0044925
1705,0.0159596,0.0064356
1197,0.0047052,0.0031307
1156,0.0045105,0.002995
1298,0.0063493,0.003722
1967,0.0137663,0.0085668
337,0.0003462,0.0002975
1489,0.0082911,0.0050255
46,1.77e-05,1.46e-05
718,0.0013899,0.0014432
814,0.0020698,0.001585
741,0.001589,0.0014152
1487,0.0085196,0.0051697
1338,0.0058975,0.0046722
808,0.0019913,0.0014212
103,0.0001036,4.05e-05
1625,0.0096859,0.0060335
273,0.0002307,0.0002026
30,6.4e-06,5.3e-06
1273,0.0053476,0.0037497
225,0.0001663,0.0001168
1467,0.007263,0.0047053
212,0.0001302,0.0001344
1723,0.0119516,0.0070662
1937,0.0141165,0.0092828
1796,0.0115047,0.0071527
1885,0.0124117,0.009205
1194,0.0053353,0.0033228
886,0.0021487,0.0017078
1327,0.0062701,0.0038498
24,8.7e-06,6.7e-06
770,0.0013319,0.0012943
1908,0.0136424,0.0081333
1687,0.01031,0.0065616
18,4.7e-06,4.7e-06
665,0.0011704,0.0009954
1602,0.0079379,0.0058896
732,0.0014408,0.0011978
460,0.0004766,0.0004954
1125,0.0035631,0.0027543
1540,0.0076046,0.0051891
246,0.000165,0.0002395
1135,0.0036226,0.002988
865,0.0019377,0.0016861
428,0.000423,0.0003911
1689,0.0093469,0.0063564
115,6.37e-05,5.26e-05
1751,0.0095004,0.0068643
1708,0.0089374,0.0063338
1270,0.0054493,0.0036271
1093,0.0036137,0.0026477
704,0.0011259,0.0010899
35,9e-06,8.6e-06
1701,0.0111454,0.0062267
285,0.0001763,0.0001847
1128,0.0037554,0.0033686
807,0.0017136,0.0014788
516,0.0007221,0.0005785
1431,0.0067514,0.0047826
1689,0.0093738,0.0062639
841,0.0016553,0.0015258
415,0.0004016,0.0004731
1299,0.0057382,0.0039625
499,0.0007549,0.0005401
627,0.0008157,0.0008892
929,0.00228,0.0018686
1517,0.0076943,0.0051421
1931,0.0130751,0.0081286
1541,0.0079578,0.0051697
789,0.0014522,0.0013884
1525,0.0070753,0.0050414
1228,0.0048309,0.003549
419,0.0004531,0.000479
70,1.93e-05,7.19e-05
442,0.0005565,0.0004452
1578,0.0080706,0.0054647
1410,0.0062988,0.0043451
1293,0.0056994,0.0038275
273,0.0002047,0.0001777
1594,0.0093848,0.0061228
229,0.0001448,0.0001238
1506,0.0079114,0.0049319
1483,0.0078325,0.006213
1818,0.0117418,0.007216
440,0.0004882,0.000487
1286,0.0059709,0.0037385
992,0.0030741,0.0021855
1581,0.0084167,0.0054933
1137,0.004044,0.0031497
818,0.0020086,0.0014946
786,0.0018274,0.0014303
147,5.39e-05,5.35e-05
732,0.0011958,0.00116
1138,0.0037502,0.0028703
1633,0.0095033,0.005861
1039,0.0034005,0.0024743
785,0.0017539,0.001348
1902,0.0121224,0.0079469
1167,0.0049501,0.0034717
1559,0.0083667,0.0057345
1162,0.0043309,0.0030969
1420,0.0065741,0.004602
116,4.66e-05,3.89e-05
48,1.09e-05,1.05e-05
796,0.0016867,0.0013706
720,0.0012384,0.0011917
1560,0.0096906,0.0065765
1475,0.0085533,0.0049769
1081,0.0049822,0.0028251
1176,0.005125,0.0032447
364,0.0004136,0.0002879
1279,0.0063218,0.0035807
169,7.78e-05,8.71e-05
1772,0.0109398,0.006868
638,0.0010746,0.0009099
248,0.000141,0.0001405
409,0.0004337,0.0004424
1433,0.0069399,0.0044764
306,0.000258,0.0002155
1050,0.0030846,0.0024246
1596,0.0083007,0.0055512
1419,0.0072084,0.0043639
278,0.0002282,0.0002185
781,0.0016511,0.0013439
205,0.0002259,0.0001215
766,0.0016539,0.0013188
1171,0.004273,0.0029794
415,0.0004782,0.0004729
1595,0.0080642,0.0055006
46,1.38e-05,1.29e-05
770,0.0013367,0.0012994
1395,0.0057855,0.0046622
152,7.06e-05,6.07e-05
112,4.63e-05,4.28e-05
1667,0.0091476,0.0065064
390,0.0003597,0.0003448
1574,0.0077257,0.0053297
243,0.0001429,0.0001771
1636,0.0090427,0.0058867
1280,0.0046797,0.0037297
1972,0.0115904,0.0083343
308,0.0002308,0.0002312
593,0.0008257,0.0007818
1940,0.0120978,0.0083054
270,0.0002194,0.000208
850,0.0017745,0.0015616
1961,0.0123762,0.0089907
783,0.0014245,0.0013433
1198,0.0041286,0.0037398
750,0.0014311,0.0012897
609,0.0008865,0.0008263
716,0.0012625,0.0011237
964,0.0022813,0.0020347
1129,0.0030858,0.0029355
216,0.0001943,0.0001121
1950,0.0123401,0.0083996
1803,0.0105388,0.0070089
1013,0.0030368,0.0022159
9,3.7e-06,2.7e-06
1714,0.0108889,0.0064279
1998,0.0133993,0.0086896
145,7.29e-05,7.28e-05
1878,0.012195,0.0076491
1034,0.0032238,0.0023333
1010,0.0029861,0.0023663
809,0.0017534,0.001417
778,0.0010915,0.0013755
1588,0.0084758,0.005825
786,0.0018966,0.0014735
1837,0.0118234,0.0074183
1241,0.0044651,0.0034693
742,0.0011603,0.0012408
1406,0.0061226,0.004991
86,3.29e-05,2.38e-05
1609,0.0082862,0.0056384
944,0.0025504,0.0019721
1918,0.0118573,0.0079992
123,5.1e-05,5e-05
1985,0.0133343,0.0085978
437,0.0004349,0.0004343
643,0.0008265,0.0010513
69,1.97e-05,1.96e-05
1958,0.0120881,0.0082121
906,0.0019166,0.0017564
1219,0.0039289,0.0034206
457,0.0005683,0.0005106
1639,0.0083915,0.0058604
1814,0.0113291,0.007124
595,0.0008479,0.0008784
1279,0.0050506,0.0039664
1161,0.0037662,0.0030331
1899,0.0108406,0.007888
460,0.0006765,0.0004925
1141,0.0036233,0.0029076
70,2.28e-05,2.1e-05
1625,0.0084879,0.0057011
1185,0.0043188,0.0031665
888,0.0027653,0.0017065
1384,0.0053085,0.0042359
903,0.0021667,0.0017488
786,0.0015844,0.0013558
1354,0.0052282,0.0044405
214,0.0001301,0.0001335
918,0.0024205,0.0018439
327,0.0002472,0.00029
1405,0.0057221,0.0043643
288,0.0002287,0.0001972
548,0.0007738,0.0006624
1574,0.0083478,0.0054107
1929,0.0126762,0.0081281
34,1.59e-05,9.1e-06
948,0.0024323,0.0019196
546,0.0008059,0.0006508
398,0.0004159,0.0004325
81,1.95e-05,1.96e-05
969,0.0024964,0.0021028
772,0.0014286,0.0012986
73,2.07e-05,2.12e-05
1138,0.0036217,0.0029229
60,1.76e-05,1.6e-05
1968,0.0125901,0.008353
1123,0.0035516,0.0028357
257,0.0001388,0.0001517
284,0.0003865,0.0001913
392,0.0003309,0.0003292
1733,0.0097309,0.0064381
796,0.0015701,0.0013825
656,0.001019,0.0009408
1687,0.0101903,0.0063072
993,0.0027146,0.0022859
891,0.0019286,0.0017118
1809,0.0107784,0.0070098
1918,0.012228,0.007874
968,0.002307,0.0020345
275,0.0002023,0.0001982
479,0.0004682,0.0005231
1073,0.0025171,0.0024561
1308,0.0048056,0.0037355
1408,0.0058303,0.0044996
195,0.0001009,0.0001144
794,0.0015387,0.0016018
1227,0.0042528,0.0034956
86,0.0003227,2.83e-05
927,0.001993,0.0018435
1855,0.0113347,0.007357
1364,0.0058176,0.0042633
332,0.0002732,0.0003648
630,0.0010686,0.00089
1081,0.003639,0.0025411
1218,0.003614,0.0034728
1871,0.0111883,0.0075754
215,0.0001202,0.0001146
368,0.0004596,0.000312
1811,0.0085617,0.0071093
1101,0.0031781,0.0026745
175,0.0001066,9e-05
936,0.0016061,0.0018845
1742,0.0087182,0.0065457
1871,0.0112723,0.0075456
873,0.0017748,0.0017992
904,0.0019102,0.0017617
742,0.0013346,0.0012114
1919,0.0116376,0.0079345
1107,0.0035019,0.0028926
637,0.0008276,0.0009138
549,0.0005037,0.0006484
683,0.0007217,0.0010476
136,4.02e-05,4.6e-05
1233,0.0037668,0.0034591
900,0.0014634,0.0019348
1423,0.0050713,0.0045869
179,0.000133,0.0001297
1619,0.007599,0.0057114
152,6.07e-05,7.19e-05
1006,0.0020571,0.0021792
663,0.00086,0.0009743
900,0.0019263,0.0017484
608,0.0009252,0.0008124
1715,0.0092444,0.0078182
1234,0.0044288,0.0035038
886,0.001884,0.0016938
671,0.0008758,0.0009868
1126,0.0025139,0.0027385
1350,0.0039354,0.0041931
1184,0.0033357,0.0032518
1664,0.008638,0.0061576
1932,0.0122252,0.0080166
810,0.0016321,0.0014297
1409,0.0058922,0.004552
1669,0.0092615,0.00619
1443,0.0066687,0.0045257
911,0.0022545,0.0017782
471,0.0005465,0.0005456
1879,0.0113923,0.0076258
1842,0.0110567,0.0076292
1291,0.0051369,0.0037648
1971,0.0119117,0.0087383
673,0.0008629,0.0009868
459,0.0004048,0.0004594
1518,0.0053462,0.0052098
847,0.0018802,0.0015705
1251,0.0042526,0.0038165
101,3.33e-05,3.36e-05
591,0.0007959,0.0008374
1604,0.0088381,0.006538
1913,0.0110317,0.008029
1655,0.0091346,0.0063675
1189,0.0044803,0.0033353
579,0.0007126,0.0007579
1980,0.0126156,0.0099643
1078,0.0031589,0.0026132
1397,0.0047699,0.0044802
750,0.0015754,0.0012511
1439,0.0065042,0.0045548
1172,0.0037435,0.0031606
31,9.9e-06,8.8e-06
258,0.0001628,0.0001669
304,0.0001767,0.0002056
1877,0.0098761,0.0075935
1938,0.0098079,0.0082601
831,0.0017834,0.0016897
832,0.0016592,0.0016042
1457,0.0065377,0.0045929
1522,0.0072624,0.0050245
1456,0.0060557,0.0045718
1181,0.0035485,0.003401
418,0.0009114,0.0005677
9,3.7e-06,1.9e-06
1772,0.0099949,0.0068454
1669,0.0084709,0.0067376
533,0.0008499,0.0006504
794,0.0014336,0.0013677
939,0.0021018,0.0019285
934,0.0017478,0.001907
856,0.0016983,0.0016505
43,1.07e-05,8.9e-06
268,0.0002093,0.0002008
497,0.0005446,0.000541
1198,0.003455,0.0031908
1274,0.0035027,0.0038264
1385,0.0047675,0.0042865
274,0.0002528,0.0002145
864,0.00184,0.0016463
561,0.0006477,0.000698
1915,0.0115752,0.0080143
783,0.0013584,0.0019968
1647,0.0081079,0.005819
753,0.0012666,0.0013181
648,0.0008655,0.0009499
1845,0.008588,0.0073397
1937,0.0102539,0.0081704
1219,0.0040584,0.003349
559,0.0006756,0.0010399
1536,0.0076473,0.0051556
930,0.0020825,0.0018651
815,0.0014726,0.0014348
584,0.0006741,0.0008292
135,0.0002272,4.76e-05
902,0.0019834,0.001732
1833,0.010349,0.0072015
1724,0.0094317,0.0065129
544,0.0006161,0.0006432
1375,0.0038323,0.0043533
568,0.0005694,0.0007143
1817,0.0079991,0.0071817
1183,0.0038232,0.0031854
304,0.0002474,0.0002715
1720,0.0085332,0.0069673
680,0.0010335,0.0011017
882,0.0018791,0.0016839
1754,0.0098235,0.0065732
964,0.0030484,0.0020125
624,0.0008725,0.0008467
1254,0.0037988,0.0035744
402,0.0004251,0.0004293
360,0.0002637,0.0002794
653,0.0010186,0.0009437
1273,0.0045727,0.0034936
1376,0.0037872,0.0042662
1472,0.0047386,0.0046421
68,2.09e-05,0.0005625
1807,0.0102849,0.0070418
1077,0.002164,0.0025168
1295,0.0036468,0.0037191
685,0.0012016,0.001023
1628,0.0081378,0.0057165
1528,0.0046558,0.0051553
1737,0.0062599,0.0065246
352,0.0002446,0.0002713
551,0.0005059,0.0016357
128,4.77e-05,4.22e-05
594,0.0008365,0.0008034
164,8.02e-05,8.06e-05
1391,0.0059783,0.0043041
788,0.0018351,0.0013512
1887,0.011598,0.0076496
1634,0.008572,0.0060595
1841,0.0115489,0.0073492
1393,0.0057721,0.0042582
180,8.76e-05,0.0004773
301,0.0002216,0.0002018
1190,0.004808,0.0031288
1656,0.0088978,0.0059399
1073,0.0023363,0.0024941
1059,0.0026314,0.0024139
1316,0.0049646,0.0037808
299,0.000256,0.000702
197,0.0002071,9.63e-05
1999,0.0154167,0.008784
951,0.0023661,0.0019355
1531,0.0068947,0.0056307
1612,0.008668,0.0056033
603,0.0010647,0.0008045
1213,0.0044931,0.0032702
1575,0.0079517,0.0055117
583,0.0007721,0.0007465
1889,0.0104819,0.0081743
1038,0.0035825,0.0023254
1075,0.002386,0.0024716
692,0.0010248,0.0010598
799,0.0010989,0.0013998
1494,0.0059135,0.0049772
753,0.0010342,0.0012286
177,8.55e-05,9.52e-05
689,0.0008964,0.0010248
1956,0.0100899,0.0081348
779,0.0010546,0.0013082
1946,0.0087777,0.0090765
1383,0.0059169,0.0041276
1216,0.0029067,0.0033104
1091,0.0021411,0.0025303
953,0.0016197,0.0019393
543,0.0006056,0.0007313
1252,0.0030601,0.0036404
1268,0.0045829,0.0036227
1909,0.0126236,0.0079393
88,2.74e-05,2.86e-05
86,3.19e-05,2.65e-05
916,0.001957,0.0017923
1709,0.0088011,0.0062548
1085,0.0030581,0.0026273
616,0.0009011,0.0008429
299,0.0001613,0.0001982
1207,0.0040889,0.003388
1573,0.0065885,0.0052521
1089,0.0021831,0.0025407
1787,0.0085133,0.006811
1250,0.0048185,0.0035267
588,0.0007786,0.0009051
52,5.68e-05,1.31e-05
345,0.0005632,0.0002556
1227,0.0039819,0.0034866
475,0.0004041,0.0004999
1037,0.0021188,0.0024592
1754,0.0079617,0.0073476
1405,0.0042421,0.004345
1171,0.0029179,0.0038203
1535,0.0067712,0.0051162
461,0.0004024,0.0004622
732,0.0008933,0.0017255
545,0.0007128,0.0006466
1528,0.0068473,0.0050052
1581,0.0051628,0.0055529
216,0.0001182,0.000741
314,0.0002259,0.0002162
605,0.0007732,0.0008015
1327,0.004831,0.0039752
851,0.0015376,0.0015568
1573,0.00555,0.0055794
1230,0.0037806,0.0034916
1169,0.003948,0.0031589
1829,0.0096869,0.0072497
839,0.0017781,0.0015535
1641,0.009201,0.0058459
1364,0.0039194,0.0041601
1078,0.0023147,0.0024843
703,0.0008132,0.0017619
833,0.0018609,0.0016393
323,0.0002852,0.0002856
1775,0.008697,0.0068431
1068,0.0020888,0.0024436
956,0.0017353,0.0019427
296,0.0001935,0.0002432
1419,0.0040053,0.0043179
434,0.0003852,0.0004022
1161,0.0023214,0.0028812
1342,0.0032792,0.0040563
309,0.0002553,0.0002618
1449,0.0039585,0.0044788
858,0.0020621,0.0015882
1767,0.0100475,0.0074204
1963,0.0117778,0.0085441
1930,0.0087827,0.0080927
1615,0.0058995,0.0057247
1426,0.0055335,0.0045511
597,0.0008302,0.000937
1297,0.0050978,0.0037725
1127,0.0027724,0.0027685
1700,0.0088777,0.0062334
1002,0.00349,0.0029649
1716,0.0093733,0.00638
1977,0.0122045,0.0083786
1413,0.0045146,0.0045867
188,8.16e-05,8.43e-05
347,0.0002419,0.0002608
1570,0.0048504,0.0055033
643,0.0007281,0.0010223
302,0.00016,0.0002018
790,0.0012137,0.0013596
717,0.0009829,0.0011308
1378,0.0037403,0.0043042
1306,0.0032937,0.0038928
1174,0.0026245,0.0030281
232,0.00013,0.0001547
1433,0.0052817,0.0045131
755,0.0012928,0.0012487
1169,0.0035613,0.0030184
112,0.0003388,3.57e-05
1166,0.0038577,0.0031426
1810,0.0088064,0.0070397
1205,0.0027859,0.003255
65,2.2e-05,1.89e-05
449,0.0004568,0.0005338
546,0.0004951,0.000668
1092,0.0022239,0.0026018
1388,0.0035738,0.0043327
747,0.0011115,0.0015052
1032,0.0018021,0.002482
1562,0.0045174,0.0054392
1634,0.0059296,0.0058809
1673,0.0084485,0.0060195
252,0.0001786,0.0001794
468,0.0004608,0.0005386
706,0.0008285,0.0010905
887,0.0013502,0.0016955
1316,0.0034864,0.003958
145,6.09e-05,6.55e-05
458,0.000342,0.0004784
691,0.0007851,0.0010363
533,0.0005545,0.0006265
1052,0.0019404,0.0024788
158,8.82e-05,6.38e-05
434,0.0003958,0.0003996
103,2.9e-05,3.07e-05
226,0.0008908,0.0001265
1468,0.0064446,0.0046871
774,0.0013452,0.0013684
64,1.43e-05,1.38e-05
359,0.0002535,0.0002835
650,0.0008677,0.0009257
863,0.0014164,0.001599
765,0.0009791,0.0012731
1970,0.0098763,0.0092234
1639,0.0081595,0.0057762
341,0.0007445,0.0002505
974,0.0026798,0.0024413
1672,0.0086999,0.0061636
1695,0.0076426,0.0063187
1097,0.0025211,0.0025984
1794,0.0080055,0.0070935
1228,0.0042662,0.0034907
1550,0.0063303,0.0053056
654,0.0016083,0.00095
739,0.0012582,0.0012816
262,0.0001958,0.0001521
613,0.0009251,0.000823
945,0.0021034,0.0019179
1448,0.0059502,0.0045654
551,0.0006226,0.0008575
631,0.0008033,0.0008773
1189,0.0026483,0.0031637
764,0.0010512,0.0012679
1586,0.0055095,0.0053544
486,0.0004802,0.0006203
1913,0.0098351,0.0079307
544,0.0008205,0.0007973
1518,0.0072994,0.0050341
811,0.0014411,0.0014757
1101,0.0025206,0.0026397
1642,0.0061901,0.0057825
1235,0.0031773,0.0033842
545,0.0005414,0.0006549
1667,0.0057166,0.0060535
740,0.0012379,0.0013364
883,0.0014835,0.0018567
823,0.0013924,0.0014672
1750,0.0069562,0.0075242
1562,0.007655,0.0057465
724,0.0011991,0.0017754
649,0.0009707,0.0009427
1157,0.0039688,0.0030479
1504,0.006166,0.0056214
1430,0.0055747,0.0044709
1519,0.0046952,0.0057574
1208,0.0031056,0.0031832
747,0.0017189,0.0012257
1906,0.0109319,0.0078214
491,0.0005213,0.0006093
601,0.0009007,0.0007846
369,0.0002303,0.0002884
1673,0.0062775,0.0061326
810,0.0012422,0.0014325
167,7.29e-05,8.43e-05
505,0.0005433,0.0006277
327,0.0001934,0.0002287
1967,0.0086612,0.0083
499,0.0004093,0.0005319
899,0.0014943,0.0017293
1465,0.0041597,0.0049897
372,0.0002819,0.0003265
922,0.0015751,0.001824
95,2.81e-05,2.52e-05
807,0.0012103,0.0014074
662,0.0008491,0.000948
377,0.0002455,0.0003723
1955,0.0086034,0.0083087
494,0.0004998,0.0005491
1981,0.0093707,0.0086549
519,0.0006096,0.0006593
506,0.000445,0.0005478
1463,0.0042712,0.0047447
100,0.0011435,3.57e-05
1841,0.0099075,0.0074128
1620,0.0067015,0.0057784
629,0.0011654,0.0008673
130,4.88e-05,5.29e-05
1379,0.0049703,0.0043153
1132,0.002757,0.0028033
1006,0.0021422,0.0022701
1424,0.0040481,0.0045604
104,3.05e-05,6.48e-05
306,0.0002487,0.0002586
1920,0.0096731,0.0079473
1854,0.0073064,0.0073369
392,0.0003896,0.0003802
1135,0.0027877,0.0027909
1614,0.006479,0.0057411
500,0.0008418,0.000544
1472,0.0057643,0.0048698
1105,0.0024286,0.0026268
1637,0.005707,0.0065248
860,0.002031,0.0015806
481,0.0004161,0.0005011
894,0.001451,0.0017106
1979,0.0096484,0.0083666
66,1.82e-05,1.92e-05
1765,0.006402,0.0067814
1722,0.0061834,0.0065606
1191,0.0028157,0.0030461
1292,0.0032505,0.0037887
1667,0.0064498,0.0061576
1458,0.0070098,0.004609
1397,0.0056124,0.0043557
591,0.000795,0.0007658
1694,0.0073472,0.0061981
363,0.0002491,0.0002887
636,0.0007093,0.0009296
593,0.0005794,0.0007743
1085,0.0022024,0.0026187
96,3.31e-05,3.36e-05
1041,0.0021766,0.002321
1140,0.0025564,0.0028098
1362,0.0036854,0.0040041
1305,0.0033099,0.003672
550,0.000637,0.0006731
1508,0.0042397,0.0050381
547,0.000512,0.0006518
283,0.0001546,0.0001764
1673,0.0056182,0.0061187
847,0.0013065,0.0015338
999,0.0026138,0.0021965
296,0.0002756,0.0002401
11,3.8e-06,2.5e-06
1820,0.0095981,0.0070758
73,2.26e-05,2.2e-05
1983,0.0100819,0.008475
1519,0.0049547,0.0051806
1681,0.0058952,0.0060517
1699,0.0071714,0.0063035
608,0.0008917,0.000812
1903,0.0107385,0.0077696
1591,0.0051282,0.0056732
1276,0.0034308,0.0036598
1123,0.0034629,0.003374
664,0.0010619,0.0009742
1111,0.0035318,0.0026733
93,3.45e-05,3.18e-05
1996,0.0118593,0.0087397
1839,0.0079152,0.0072397
124,3.85e-05,4.09e-05
183,0.0012326,8.2e-05
1729,0.0093943,0.006453
676,0.0011514,0.0010006
1213,0.0029831,0.0031763
1144,0.0025479,0.0028417
1789,0.0077742,0.0069243
546,0.0006444,0.0007532
1659,0.0057924,0.0062119
1415,0.0040925,0.0043952
1601,0.0055158,0.0055502
1485,0.0044496,0.0047243
753,0.0010487,0.0012316
1151,0.0024469,0.0028616
1730,0.0064808,0.0065215
1173,0.0028714,0.0029925
1929,0.0091183,0.0080014
690,0.0010844,0.0010715
1307,0.0034798,0.0037814
121,4.68e-05,4.01e-05
1454,0.0054141,0.0048568
30,1.82e-05,8.9e-06
380,0.0003136,0.0003184
1801,0.0114938,0.0072801
72,3.45e-05,2.3e-05
1212,0.004158,0.0033029
1881,0.0105989,0.0076249
1426,0.00624,0.0043639
799,0.0013802,0.0013956
1898,0.0086938,0.0076259
657,0.0008405,0.0010528
1904,0.0074942,0.0076878
1704,0.0068288,0.0064305
121,4.65e-05,4.81e-05
1953,0.0116715,0.0080987
230,0.0001326,0.0001515
1612,0.0056271,0.0056922
571,0.0007733,0.0007419
1680,0.0057992,0.0061631
1473,0.004471,0.0047552
1686,0.0069075,0.0061183
1158,0.002647,0.0029777
657,0.0009352,0.0009661
1136,0.0023507,0.0027598
141,5.58e-05,0.001021
27,8.6e-06,1.39e-05
284,0.0002286,0.0002253
1470,0.0069183,0.0047036
1911,0.0092469,0.0080019
1733,0.0075073,0.0065194
1807,0.010524,0.0070653
959,0.0017874,0.0019645
847,0.0014489,0.0016185
1559,0.0057802,0.0053694
1289,0.0035577,0.003846
768,0.0012115,0.0012829
1408,0.0041794,0.0044029
1155,0.0029893,0.0031142
1669,0.0056985,0.0062598
1232,0.0029928,0.0032979
1801,0.0067666,0.0069221
584,0.0007214,0.0008234
1169,0.0025042,0.0029574
1151,0.0026825,0.0036738
1919,0.0083022,0.0079913
579,0.0007297,0.0007758
358,0.0002275,0.0003205
1158,0.0025333,0.0028671
1087,0.0023005,0.0028185
1362,0.0041633,0.004217
284,0.0001997,0.0001789
1618,0.0051087,0.0059096
921,0.0016056,0.0020213
588,0.000705,0.0007904
224,9.62e-05,0.0001153
1721,0.0056877,0.0064515
645,0.0016201,0.0009178
311,0.0002634,0.000269
1700,0.0088904,0.0062556
521,0.0005233,0.000602
1428,0.0039793,0.0046232
236,0.000121,0.0001644
